ROAD ACCESS,FACING,FLOOR,PARKING,BEDROOM,BATHROOM,FURNISH STATUS,Price,Location,LAND AREA,BUILT YEAR,BUILTUP AREA,Living ,Kitchen
13 ft,,,,6,4,,"5,00,00,000","Swayambhu 11 Kathmandu MetropolisKathmandu,     Bagmati",5 aana,,,2,2
16 ft,,,Cars 2,5,,,"3,90,00,000","Shital height 5 MahalaxmiLalitpur,     Bagmati",5 aana,,,2,2
20 ft,,,Cars 2,8,4,,"3,10,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
12 ft,,,,4,3,,"1,75,00,000","Gothatar 8 Kathmandu MetropolisKathmandu,     Bagmati",3 Aana 1 Daam,,,1,1
16 ft,,,,4,3,,"4,10,00,000","Bhaisepati 12 Lalitpur MetropolisLalitpur,     Bagmati",4 aana,,,2,2
13 ft,,,,8,4,,"3,35,00,000","Imadol 11 MahalaxmiLalitpur,     Bagmati",3 Aana 1 Paisa 1 Daam,,,2,2
16 ft,,,Car 1,,7,,"2,50,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,Car 1,6,3,,"2,00,00,000","Gokarna 3 GokarneshworKathmandu,     Bagmati",3.5 aana,,,2,1
14 ft,,,Car 1,5,3,,"4,50,00,000","Baneshwor  Kathmandu MetropolisKathmandu,     Bagmati",5 Anna,,,2,2
12 ft,,,Motorcycle,4,2,,"1,60,00,000","Kapan 3 BudhanilkanthaKathmandu,     Bagmati",2 aana,,,2,2
13 ft,,,,5,3,,"2,30,00,000","Imadol 12 MahalaxmiLalitpur,     Bagmati",2.5 Aana,,,2,2
4 ft,,,Motorcycle,3,2,,"1,90,00,000","Pepsicola  Kathmandu MetropolisKathmandu,     Bagmati",4 aana,,,1,1
,,,Car 1,5,3,,"3,70,00,000","Manamaiju  TarakeshorKathmandu,     Bagmati",4 aana 1 paisa 1 dam,,,2,3
10 ft,,,Car 1,10,3,,"2,85,00,000","Jorpati  Kathmandu MetropolisKathmandu,     Bagmati",3 aana,,,4,4
20 ft,,,Cars 2,5,4,,"2,10,00,000","Imadol 8 MahalaxmiLalitpur,     Bagmati",3.5 aana,,,2,2
20 ft,,,Cars 2,5,4,,"4,75,00,000","Nakhipot  Lalitpur MetropolisLalitpur,     Bagmati",5 Anna,,,1,1
13 ft,,,Car 1,6,2,,"3,90,00,000","Nakhipot  Lalitpur MetropolisLalitpur,     Bagmati",4 Anna 2 Paisa,,,2,2
13 ft,,,Car 1,4,2,,"3,25,00,000","Tikathali  MahalaxmiLalitpur,     Bagmati",4 Anna ! paisa 1 Dam,,,2,2
13 ft,,,Car 1,6,3,,"2,65,00,000","Tikathali  MahalaxmiLalitpur,     Bagmati",0,,,2,2
13 ft,,,Car 1,6,4,,"3,15,00,000","Tikathali   MahalaxmiLalitpur,     Bagmati",3 anna 2 paisa,,,2,2
13 ft,,,Cars 2,2,2,,"4,00,00,000","Nilopul  Kathmandu MetropolisKathmandu,     Bagmati",4 aana,,,2,3
20 ft,,,Car 1,5,5,,"3,50,00,000","chovar Chargare  KirtipurKathmandu,     Bagmati",5. Anna 2 Paisa / 5 Anna 2 paisa 2 dam,,,2,2
13ft,,,Cars 2,3,5,,"2,80,00,000","ekata basti 10 BudhanilkanthaKathmandu,     Bagmati",3.45,,,3,3
13 ft,,,Cars 2,6,2,,"2,60,00,000","Sanagaun  MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,,8,4,,"3,85,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",4 anna 2 dam,,,2,2
20 ft,,,Motorcycle,6,4,,"3,50,00,000","Tikathali  MahalaxmiLalitpur,     Bagmati",4 aana,,,3,3
10 ft,,,Car 1,4,5,,"2,95,00,000","Dhapakhel 9 Lalitpur MetropolisLalitpur,     Bagmati",3 aana,,,2,2
20 ft,,,,5,4,,"3,35,00,000","Sanagaun  MahalaxmiLalitpur,     Bagmati",4 Anna 1 Paisa,,,2,2
,,,Car 1,5,4,,"2,80,00,000","manmaiju 6 TarakeshorKathmandu,     Bagmati",3.5,,,2,2
20 ft,,,Car 1,,,,"3,50,00,000","Bhaisepati  MahalaxmiLalitpur,     Bagmati",3.5 aana,,,,
24ft,,,Cars 5-10,6,6,,"8,50,00,000","Balkot   SuryabinayakBhaktapur,     Bagmati",14ana,,,3,1
13 ft,,,,4,3,,"4,50,00,000","Bhaisepati 12 Lalitpur MetropolisLalitpur,     Bagmati",4.5 aana,,,2,2
16 ft,,,,4,3,,"4,10,00,000","Bhaisepati 11 Lalitpur MetropolisLalitpur,     Bagmati",4 aana,,,2,2
13 ft,,,,5,4,,"2,85,00,000","Tikathali 8 MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,,4,3,,"5,75,00,000","Bhaisepati 11 Lalitpur MetropolisLalitpur,     Bagmati",6 aana,,,1,1
13 ft,,,,6,4,,"2,65,00,000","Gothatar 11 GokarneshworKathmandu,     Bagmati",3 aana,,,2,2
13 ft,,,,6,5,,"3,30,00,000","Balkot 9 SuryabinayakBhaktapur,     Bagmati",3 Aana 1 Paisa 2 Daam,,,2,2
13 ft,,,,6,5,,"4,20,00,000","Imadol 11 MahalaxmiLalitpur,     Bagmati",4 aana,,,2,2
0,,,Car 1,0,0,,"4,25,00,000","tauk 3 GodawariLalitpur,     Bagmati",14,,,0,0
13 ft,,,Motorcycle,5,2,,"1,15,00,000","Chagunarayan municipality ward no1 Saraswotikhel  01 ChangunarayanBhaktapur,     Bagmati",2 ana 3 paisa 1 dam,,,,1
13 ft,,,,8,6,,"3,25,00,000","Pepsicola 11 Kathmandu MetropolisKathmandu,     Bagmati",3.5 aana,,,2,2
10 ft,,,Car 1,4,4,,"6,00,00,000","Kalanki 14 Kathmandu MetropolisKathmandu,     Bagmati",6 aana,,,2,2
16 ft,,,,4,3,,"4,10,00,000","Bhaisepati 8 Lalitpur MetropolisLalitpur,     Bagmati",4 aana,,,2,2
13 ft,,,,4,3,,"4,50,00,000","Bhaisepati 9 Lalitpur MetropolisLalitpur,     Bagmati",4.5 aana,,,2,2
13 ft,,,,4,3,,"5,00,00,000","Bhaisepati 11 Lalitpur MetropolisLalitpur,     Bagmati",5 Aana 1 Daam,,,2,2
15 ft,,,,6,5,,"2,10,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
20 ft,,,Cars 3-5,3,2,,"1,75,00,000","Lamatar   KonjyosomLalitpur,     Bagmati",3.5 aana,,,1,1
22 Feet,,,,6,5,,"3,35,00,000","Pepsicola 7 Kathmandu MetropolisKathmandu,     Bagmati",3.5 aana,,,2,2
13 ft,,,Car 1,7,4,,"1,85,00,000","Sanagaun  Lalitpur MetropolisLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,,6,4,,0,"Bhaisepati 6 Lalitpur MetropolisLalitpur,     Bagmati",5 aana,,,2,2
13 ft,,,,5,6,,"7,50,00,000","Bhaisepati 11 Lalitpur MetropolisLalitpur,     Bagmati",7 aana,,,2,2
16 ft,,,,5,4,,"4,00,00,000","Ganesh Chowk 8 BudhanilkanthaKathmandu,     Bagmati",4.5 aana,,,2,2
26 ft,,,,7,6,,"5,75,00,000","Sital Height 7 MahalaxmiLalitpur,     Bagmati",5 Aana 1 Paisa,,,2,2
13 ft,,,,7,5,,"3,75,00,000","Imadol 8 MahalaxmiLalitpur,     Bagmati",4 Aana 1 Paisa,,,2,2
13 ft,,,,8,4,,"3,35,00,000","Imadol 2 MahalaxmiLalitpur,     Bagmati",3 Aana  1 Paisa 1 Daam,,,2,2
20 ft,,,,6,5,,0,"Pasikot 14 BudhanilkanthaKathmandu,     Bagmati",6 aana,,,2,2
20 ft,,,,5,6,,0,"Hattigauda 12 BudhanilkanthaKathmandu,     Bagmati",6.1 Aana,,,2,2
13 ft,,,,4,3,,"2,45,00,000","Sitalheight 12 MahalaxmiLalitpur,     Bagmati",3 Aana,,,2,2
13 ft,,,,5,5,,"2,70,00,000","Imadol 8 MahalaxmiLalitpur,     Bagmati",3 Aana 2 Daam,,,2,2
13 ft,,,,7,5,,"2,65,00,000","Tikathali 7 MahalaxmiLalitpur,     Bagmati",3 Aana 3 Paisa,,,2,2
13 ft,,,,7,4,,"3,10,00,000","Tikathali 12 MahalaxmiLalitpur,     Bagmati",3 Aana 2 Paisa 2 Daam,,,2,2
13 ft,,,,8,6,,"2,65,00,000","Tikathali 11 MahalaxmiLalitpur,     Bagmati",3 Aana 1.5 Daam,,,2,2
13 ft,,,,6,4,,"2,50,00,000","Imadol 6 MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,,2,1,,"1,55,00,000","Siddhipur 7 Lalitpur MetropolisLalitpur,     Bagmati",3 aana,,,1,1
13 ft,,,,6,3,,"3,35,00,000","Imadol 11 MahalaxmiLalitpur,     Bagmati",3 Aana 1 Paisa,,,2,2
,,,Car 1,2,2,,"3,00,00,000","Bagdole  BagmatiLalitpur,     Bagmati",5 aana,,,2,2
13 ft,,,,8+,4,,"3,00,00,000","Imadol 11 MahalaxmiLalitpur,     Bagmati",3.5 aana,,,3,3
10 ft,,,Motorcycle,5,2,,"7,00,00,000","Lamachaur 2 Select MunicipalityKaski,     Gandaki",9aana 2paisa,,,7,2
16 ft,,,Cars 2,5,4,,"4,90,00,000","Chorepatan  17 Pokhara MetropolisKaski,     Gandaki",6 aana,,,2,2
8,,,Car 1,7,6,,"1,85,00,000","bala 5 TarakeshorKathmandu,     Bagmati",3 aana,,,3,3
13 ft,,,Cars 3-5,6,5,,"4,35,00,000","Harisiddhi  Select MunicipalityLalitpur,     Bagmati",7,,,1,1
16 ft,,,Car 1,8,6,,"2,45,00,000","Imadol  Lalitpur MetropolisLalitpur,     Bagmati",3 aana,,,2,2
26 ft,,,Motorcycle,2,4,,"2,00,00,000","Main road karuna hospital  BudhanilkanthaKathmandu,     Bagmati",3.5 aana,,,2,2
East west hiway,,,,,,,,"Sajha bazar masuriya 8 GaurigangaKailali,     Sudurpashchim",5250Sqm,,,,
13 ft,,,,5,4,,"4,20,00,000","Imadol 12 Lalitpur MetropolisLalitpur,     Bagmati",3.5 Aana,,,2,2
13 ft,,,,6,5,,"3,00,00,000","Imadol 11 Lalitpur MetropolisLalitpur,     Bagmati",3 Aana 1 Paisa,,,2,2
16 ft,,,,5,4,,"2,20,00,000","Lubhu 9 Lalitpur MetropolisLalitpur,     Bagmati",3 Aana 1 Paisa,,,2,2
20 ft,,,Car 1,11,6,,"4,45,00,000","Imadol  Kathmandu MetropolisKathmandu,     Bagmati",4 ana 1 dam,,,2,2
13 ft,,,,4,3,,"3,70,00,000","Hattigauda 7 Kathmandu MetropolisKathmandu,     Bagmati",4 Aana,,,1,1
13 ft,,,,5,8,,0,"Hattigauda 16 BudhanilkanthaKathmandu,     Bagmati",16 Aana 1 Ropani,,,2,1
16 ft,,,Car 2,6,5,,"2,90,00,000","Imadol 10 Lalitpur MetropolisLalitpur,     Bagmati",3 Aana 1 Paisa 2 Daam,,,2,2
>20ft,,,Cars 3-5,12,6,,"6,60,00,000","Koteshwor 32 Kathmandu MetropolisKathmandu,     Bagmati",0-5-1-3,,,12,6
20 ft,,,Car 5+,6,4,,"4,90,00,000","Dhapakhel  23 Lalitpur MetropolisLalitpur,     Bagmati",8.2 ana,,,3,2
20 ft,,,,5,4,,"6,00,00,000","Thimi Kamerotar 2 Madhyapur ThimiBhaktapur,     Bagmati",6 Aana,,,1,1
13 ft,,,,5,4,,"2,70,00,000","Sanagaun 2 Lalitpur MetropolisLalitpur,     Bagmati",3 Aana 1 Paisa,,,1,1
20 ft,,,,5,4,,"5,50,00,000","Imadol 10 Lalitpur MetropolisLalitpur,     Bagmati",5 aana,,,1,1
14 ft,,,,5,4,,"3,90,00,000","Chapali 5 Kathmandu MetropolisKathmandu,     Bagmati",4.5 aana,,,1,1
12 ft,,,Car 1,6,5,,"2,15,00,000","Ramailo Danda 2 TarakeshworKathmandu,     Bagmati",3 aana 3 paisa 3 dam,,,2,2
13 ft,,,,4,2,,"4,10,00,000","Pasikot 2 BudhanilkanthaKathmandu,     Bagmati",4 Anna 1 Daam,,,1,2
20 ft,,,,4,2,,"4,75,00,000","Pasikot 11 BudhanilkanthaKathmandu,     Bagmati",5 Anna,,,1,2
13 ft,,,,4,2,,"3,70,00,000","Hattigauda 14 Kathmandu MetropolisKathmandu,     Bagmati",4 aana,,,1,2
16 ft,,,,4,2,,"5,50,00,000","Hattigauda 10 Kathmandu MetropolisKathmandu,     Bagmati",6 Anna 1 Paisa,,,1,2
13 ft,,,,5,5,,"2,95,00,000","Tikathali 7 Lalitpur MetropolisLalitpur,     Bagmati",3 Anna 3 Paisa,,,2,2
13 ft,,,,6,4,,"3,55,00,000","Setipakha 8 Lalitpur MetropolisLalitpur,     Bagmati",3 Anna 2 Paisa,,,2,2
13 ft,,,,6,4,,"3,85,00,000","Imadol 5 Lalitpur MetropolisLalitpur,     Bagmati",3 Anna 3 Paisa,,,1,2
13 ft,,,,4,5,,"3,65,00,000","Bhaisepati 12 Lalitpur MetropolisLalitpur,     Bagmati",4 aana,,,2,1
,,,Motorcycle,8,4,,"1,80,00,000","Payuntar  BudhanilkanthaKathmandu,     Bagmati",4anna,,,2,3
13 ft,,,Car 1,8,6,,"2,50,00,000","Tikathali  MahalaxmiLalitpur,     Bagmati",3 ana,,,2,2
13 ft,,,Car 1,6,4,,"2,69,00,000","Tikathali  MahalaxmiLalitpur,     Bagmati",3 Anna 2 Dam,,,2,2
13 ft,,,Cars 2,6,4,,"3,45,00,000","Bhangal  BudhanilkanthaKathmandu,     Bagmati",4 Aana,,,2,2
13 ft,,,Cars 2,6,4,,"2,85,00,000","Lasuntar  BudhanilkanthaKathmandu,     Bagmati",3 Aana 3 Paisa,,,2,2
13 ft,,,Car 1,5,3,,"2,90,00,000","Imadol 1 MahalaxmiLalitpur,     Bagmati",3 aana,,,1,1
12 ft,,,Car 1,7,4,,"3,90,00,000","Dhobighat 03 Lalitpur MetropolisLalitpur,     Bagmati","3 Anna, 3 Paisa, 3 Dam",,,1,2
13 ft,,,Motorcycle,4,4,,"3,85,00,000","Akasaydar chock  10 BudhanilkanthaKathmandu,     Bagmati",4.5anna,,,2,2
13,,,Cars 2,7,3,,"2,70,00,000","Nakkhu  MahalaxmiLalitpur,     Bagmati",3 aana,,,,3
,,,Car 1,6,4,,"2,40,00,000","Duwakot 2 ChangunarayanBhaktapur,     Bagmati",1069.5,,,2,2
20 ft,,,Car 1,0,0,,"2,10,00,000","Taukhel 0 GodawariLalitpur,     Bagmati",4 aana,,,0,0
,,,Cars 2,5,4,,"4,50,00,000","Ganesh chock 1 BudhanilkanthaKathmandu,     Bagmati",4 Anna 3 Paisa,,,1,2
20 ft,,,Cars 2,8,4,,"5,50,00,000","Pasikot  BudhanilkanthaKathmandu,     Bagmati",6 aana,,,2,2
13 ft,,,Car 1,6,4,,"2,50,00,000","Kapan  BudhanilkanthaKathmandu,     Bagmati",3 aana,,,2,2
13 ft,,,Car 1,4,3,,"1,25,00,000","Bade Gaun  GodawariLalitpur,     Bagmati",4 aana,,,1,1
13 ft,,,Car 1,5,6,,"5,50,00,000","Bhaisepati -1 MahalaxmiLalitpur,     Bagmati",5 aana,,,2,2
13 ft,,,Cars 2,6,3,,"3,75,00,000","Kalanki  Kathmandu MetropolisKathmandu,     Bagmati",4 aana,,,2,2
20 ft,,,Car 1,10,3,,"2,60,00,000","ganesh chowk  BudhanilkanthaKathmandu,     Bagmati",3 aana 1 paisa,,,2,2
13 ft,,,Cars 2,5,3,,"3,50,00,000","Bhangal  BudhanilkanthaKathmandu,     Bagmati",3 aana 3 paisa,,,2,1
20 ft,,,Cars 2,4,5,,"4,75,00,000","ganesh chowk  BudhanilkanthaKathmandu,     Bagmati",3 aana 3 paisa,,,2,1
13 ft,,,Cars 3-5,6,4,,"4,70,00,000","Bhaisepati 4 MahankalLalitpur,     Bagmati",5 aana,,,2,2
20 ft,,,Cars 2,7,4,,"3,20,00,000","Gothatar  Kageshwori ManoharaKathmandu,     Bagmati",3 aana 2 Paisa,,,2,2
13 ft,,,Car 1,4,3,,"2,45,00,000","Sital Height 4 MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,Car 1,4,4,,"2,20,00,000","Imadol 3 Lalitpur MetropolisLalitpur,     Bagmati",2 Aana 3 Paisa,,,2,2
15ft,,,Car 1,2,4,,"1,25,00,000","Akasaydara 10 Kathmandu MetropolisBudanilkanth ,     Bagmati",3 aana,,,2,2
13 ft,,,Car 1,4,4,,"3,15,00,000","Satdobato 3 Lalitpur MetropolisLalitpur,     Bagmati",4 aana,,,,
,,,Car 1,0,0,,"2,10,00,000","Taukhel 3 GodawariLalitpur,     Bagmati",4 aana,,,0,0
13 ft,,,Motorcycle,0,0,,"70,00,000","Thecho 0 Select MunicipalityLalitpur,     Bagmati",3 aana,,,0,0
13 ft,,,Cars 2,6,4,,"4,35,00,000","Budhanilkantha 5 BudhanilkanthaKathmandu,     Bagmati",4.5 aana,,,1,1
13 ft,,,Car 1,5,3,,"2,50,00,000","Imadol 3 MahalaxmiLalitpur,     Bagmati",3 aana,,,1,1
20 ft,,,Cars 2,4,4,,"4,90,00,000","Nakhipot 4 MahalaxmiLalitpur,     Bagmati",5 aana,,,2,2
20 ft,,,Car 1,5,5,,"2,95,00,000","Tikathali 3 MahalaxmiLalitpur,     Bagmati",3 Anna 3 Paisa,,,,2
8 ft,,,Motorcycle,6,2,,"2,00,00,000","Dhumbarahi 4 Kathmandu MetropolisKathmandu,     Bagmati",3.5 aana,,,1,2
20 ft,,,Cars 2,4,4,,"5,00,00,000","Nakhipot  Lalitpur MetropolisLalitpur,     Bagmati",5 aana,,,2,2
13ft,,,Car 1,6,4,,"3,14,99,999","Imadol 1 MahalaxmiLalitpur,     Bagmati",3 aana 1 paisa 1 dam,,,1,2
20 ft,,,Cars 3-5,7,4,,"2,75,00,000","Gothatar  Kageshwori ManoharaKathmandu,     Bagmati",3 AANA 1 PAISA,,,2,
13 ft,,,Cars 5-10,2,1,,"3,00,00,000","Jorpati  GokarneshworKathmandu,     Bagmati",5 aana 3 paisa,,,1,1
14 ft,,,Cars 2,5,6,,"3,95,00,000","Sital Height 5 MahalaxmiLalitpur,     Bagmati",4 aana,,,2,2
20 ft,,,Cars 2,8,4,,"3,95,00,000","Imadol  Kathmandu MetropolisKathmandu,     Bagmati",4 ana 2 dam,,,2,2
13 ft,,,Car 1,6,5,,"2,25,00,000","Kapan 3 BudhanilkanthaKathmandu,     Bagmati",4 Anna 2 Daam,,,2,2
18 ft,,,Car 1,6,4,,"2,35,00,000","Gothatar  Kageshwori ManoharaKathmandu,     Bagmati",3 Aana,,,2,2
13 ft,,,Car 1,5,4,,"3,20,00,000","Imadol 4 BagmatiLalitpur,     Bagmati",3Anna 1Paisa,,,2,1
20 ft,,,Cars 3-5,5,5,,"4,60,00,000","Dhapakhel 6 BagmatiLalitpur,     Bagmati",5.5 Anna,,,2,2
13,,,Car 1,0,0,,"1,30,00,000","Taukhel 3 GodawariLalitpur,     Bagmati",5,,,0,0
13 ft,,,Cars 2,7,4,,"2,35,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,Car 1,5,5,,"2,70,00,000","Imadol 4 BagmatiLalitpur,     Bagmati",3 aana 2 paisa,,,2,2
20 ft,,,Car 1,5,4,,"2,99,00,000","Tikathali 10 BagmatiLalitpur,     Bagmati",Nepal,,,2,1
13 ft,,,Cars 2,5,6,,"5,50,00,000","Bhaisepati  Lalitpur MetropolisLalitpur,     Bagmati",5 aana,,,2,1
13 ft,,,Cars 2,5,6,,"4,50,00,000","Kapan  BudhanilkanthaKathmandu,     Bagmati",5 aana,,,2,2
13 ft,,,Cars 3-5,8,5,,"3,50,00,000","nepaltar  Kathmandu MetropolisKathmandu,     Bagmati",7 aana,,,1,3
13 ft,,,Car 1,6,4,,"3,50,00,000","Dhapasi 4 TokhaKathmandu,     Bagmati",4 aana,,,2,2
13 ft,,,Cars 3-5,4,4,,"2,40,00,000","padamsal  BudhanilkanthaKathmandu,     Bagmati",3 aana 2 daam,,,3,3
13 ft,,,Cars 2,6,7,,"6,00,00,000","Baniyatar  TokhaKathmandu,     Bagmati",6 aana,,,2,2
13 ft,,,Cars 2,7,4,,"4,20,00,000","Imadol  Lalitpur MetropolisLalitpur,     Bagmati",3 aana 1 paisa,,,2,2
13 ft,,,Cars 2,5,4,,"2,75,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",3 aana 1 paisa,,,2,2
13 ft,,,Cars 2,7,5,,"4,20,00,000","Nakhipot  Lalitpur MetropolisLalitpur,     Bagmati",4 aana 1 paisa,,,2,2
13 ft,,,Cars 3-5,4,5,,"6,25,00,000","Bhaisepati  Lalitpur MetropolisLalitpur,     Bagmati",6.5 aana,,,1,1
13 ft,,,Cars 3-5,9,6,,"4,10,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",4 aana 1 pasia,,,2,2
13 ft,,,Cars 2,6,6,,"3,95,00,000","Imadol  Lalitpur MetropolisLalitpur,     Bagmati",4 aana 2 paisa,,,2,2
13,,,Cars 2,6,5,,"2,60,00,000","Baniyatar  TokhaKathmandu,     Bagmati",2 aana 2 paisa,,,2,1
14 ft,,,Car 1,6,5,,"2,25,00,000","Kalanki  Kathmandu MetropolisKathmandu,     Bagmati",2 aana 2 paisa,,,2,2
14 ft,,,Car 1,6,5,,"2,25,00,000","Kalanki  Kathmandu MetropolisKathmandu,     Bagmati",2 aana 2 paisa,,,2,2
13 ft,,,Cars 3-5,5,4,,"2,80,00,000","Baniyatar  TokhaKathmandu,     Bagmati",4 AANA 2 PAISA,,,3,3
13 ft,,,Car 1,5,4,,"3,50,00,000","Imadol 5 MahalaxmiLalitpur,     Bagmati",3.25Ana,,,2,2
13,,,Cars 3-5,5,6,,"4,25,00,000","Balkhu  Kathmandu MetropolisKathmandu,     Bagmati",4 AANA 2 PAISA,,,2,1
13 ft,,,Cars 3-5,10,9,,"4,25,00,000","Kalanki  Kathmandu MetropolisKathmandu,     Bagmati",6 aana,,,3,3
13,,,Cars 2,5,5,,"2,85,00,000","kala  Kathmandu MetropolisKathmandu,     Bagmati",3 aana 2 paisa,,,2,3
13,,,Cars 2,5,5,,"2,85,00,000","kala  Kathmandu MetropolisKathmandu,     Bagmati",3 aana 2 paisa,,,2,3
20 ft,,,Cars 3-5,4,3,,"9,25,00,000","Sitapaila  ChandragiriKathmandu,     Bagmati",13.5 aana,,,1,1
12 ft,,,Cars 2,7,6,,"4,70,00,000","Bhangal 8 BudhanilkanthaKathmandu,     Bagmati",5.1,,,2,2
13 ft,,,Car 1,0,0,,"2,50,00,000","Taukhel 0 GodawariLalitpur,     Bagmati",3-2-0,,,0,0
10 ft,,,Motorcycle,0,0,,"1,65,00,000","Imadol 0 MahalaxmiLalitpur,     Bagmati",2-3-0,,,0,0
16 ft,,,Motorcycle,0,0,,"1,75,00,000","Imadol 0 MahalaxmiLalitpur,     Bagmati",2-1-3,,,0,0
13 ft,,,Car 1,7,4,,"3,30,00,000","Kapan 11 BudhanilkanthaKathmandu,     Bagmati",3 aana 3 dam,,,3,3
12 ft,,,Car 1,5,3,,"2,35,00,000","Imadol  Lalitpur MetropolisLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,Car 1,5,4,,"3,00,00,000","chyasundole  BudhanilkanthaKathmandu,     Bagmati",4 aana,,,2,2
13 ft,,,Car 1,5,4,,"6,25,00,000","budhanilkantha 2 BudhanilkanthaKathmandu,     Bagmati",7 aana,,,1,1
20 ft,,,Cars 2,13,5,,"3,85,00,000","Pahelopul Kathmandu  Kageshwori ManoharaKathmandu,     Bagmati",4 aana,,,1,4
13,,,Car 1,4,4,,"3,25,00,000","Sital Hight Imadol 7 MahalaxmiLalitpur,     Bagmati",Nepal,,,1,2
13 ft,,,Car 1,3,2,,"2,45,00,000","Dhumbarahi  BudhanilkanthaKathmandu,     Bagmati",3 aana,,,1,1
13 ft,,,,5,5,,"2,65,00,000","Tikathali 7 MahalaxmiLalitpur,     Bagmati",3 Anna 3 Paisa,,,,2
20ft,,,Car 1,6,4,,"3,50,00,000","Dhapasi  Select MunicipalitySelect District,     Select State",4 aana,,,1,1
13ft,,,Car 1,8,5,,"4,50,00,000","Samakhusi  TokhaKathmandu,     Bagmati",5 aana,,,3,3
10 ft,,,Car 1,5,4,,"2,75,00,000","Hattiban 23 Lalitpur MetropolisLalitpur,     Bagmati",3 aana,,,2,2
,,,Cars 2,8,6,,"3,95,00,000","Tikathali  Lalitpur MetropolisLalitpur,     Bagmati",4 ana 1 paisa,,,2,2
13 ft,,,Cars 2,6,5,,"3,50,00,000","wasik  BudhanilkanthaKathmandu,     Bagmati",6 aana,,,2,2
20 ft,,,Cars 3-5,4,6,,"8,00,00,000","Narayanthan  BudhanilkanthaKathmandu,     Bagmati",10 aana 3 paisa,,,2,1
13 ft,,,Cars 2,6,3,,"3,65,00,000","Thulobharyang  NagarjunKathmandu,     Bagmati",3 aana,,,2,1
13 ft,,,Cars 2,5,3,,"2,50,00,000","Kapan  BudhanilkanthaKathmandu,     Bagmati",3 aana,,,3,3
13,,,Car 1,4,5,,"3,65,00,000","Bhaisepati  Lalitpur MetropolisLalitpur,     Bagmati",4 aana,,,2,1
13 ft,,,Cars 2,,3,,"2,50,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",Nepal,,,2,2
13 ft,,,Cars 2,6,5,,"8,50,00,000","Rudreshwor  BudhanilkanthaKathmandu,     Bagmati",9 aana,,,2,1
13 ft,,,Car 1,7,5,,"2,75,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",Nepal,,,3,2
13,,,Cars 2,5,5,,"2,20,00,000","Goldhunga  TarakeshorKathmandu,     Bagmati",3 aana 2 paisa,,,2,2
13 ft,,,Cars 2,5,6,,"2,70,00,000","Goldhunga  TarakeshorKathmandu,     Bagmati",4 aana,,,1,3
13,,,Cars 2,6,5,,"3,25,00,000","budhanilkantha  BudhanilkanthaKathmandu,     Bagmati",3 aana 1 paisa,,,2,2
13 ft,,,Cars 2,6,6,,"3,00,00,000","Kapan  BudhanilkanthaKathmandu,     Bagmati",3 aana 1 paisa,,,2,2
13 ft,,,Cars 2,6,3,,"3,50,00,000","budhanilkantha  BudhanilkanthaKathmandu,     Bagmati",6 aana,,,2,1
,,,Cars 2,4,4,,"3,80,00,000","Khalte Mashina  Pokhara MetropolisKaski,     Gandaki",8.2 Aana,,,2,1
13 ft,,,Cars 2,6,5,,"3,85,00,000","Chunikhel  BudhanilkanthaKathmandu,     Bagmati",4 aana 2 daam,,,2,2
13 ft,,,Cars 2,6,6,,"4,75,00,000","Bhaisepati  Lalitpur MetropolisLalitpur,     Bagmati",5 aana,,,2,2
13 ft,,,Car 1,7,7,,"3,85,00,000","Bhaisepati  Lalitpur MetropolisLalitpur,     Bagmati",4 aana,,,2,2
13 ft,,,Car 1,7,7,,"4,15,00,000","Chapali  BudhanilkanthaKathmandu,     Bagmati",4 aana 1 paisa,,,2,2
13 ft,,,Car 1,6,4,,"3,80,00,000","ganesh chowk  Kathmandu MetropolisKathmandu,     Bagmati",4 aana,,,2,2
13,,,Cars 2,5,5,,"6,50,00,000","Kalanki  Kathmandu MetropolisKathmandu,     Bagmati",5 aana,,,2,1
13 ft,,,Cars 2,6,3,,"3,25,00,000","Kapan  BudhanilkanthaKathmandu,     Bagmati",3 aana 2 paisa 1 daam,,,2,2
20 ft,,,Cars 2,5,5,,"4,35,00,000","Wasik  BudhanilkanthaKathmandu,     Bagmati",4 aana 2 paisa,,,2,1
